product_id,sku,name,category_mn,category_code,gender,season,age_min_years,age_max_years,size_label,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,color,brand,material,price_mnt,stock_qty,stock_status,description_mn
2442,KID-SLE-74-2442,SoftHug пижама 74,пижама,sleepwear,охин,өвөл,0,2.46,74,72.7,77.0,8.0,10.8,хар,SoftHug,ус нэвтэрдэггүй даавуу,35900,9,байгаа,хар өнгийн охин хүүхдийн пижама – дулаан доторлогоотой
2443,KID-PAN-86-2443,BabyStar өмд 86,өмд,pants,хүү,намар,2,3.55,86,84.6,90.8,11.5,13.8,хөх,BabyStar,ноосон холимог,38400,19,байгаа,хөх өнгийн хүү хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
2444,KID-LEG-98-2444,GAP Kids тирко 98,тирко,leggings,хүү,өвөл,4,5.62,98,98.0,103.2,15.1,18.0,индиго,GAP Kids,хөвөн + полиэстер,27500,8,байгаа,индиго өнгийн хүү хүүхдийн тирко – дулаан доторлогоотой
2445,KID-DRE-56-2445,H&M Kids даашинз 56,даашинз,dress,unisex,өвөл,0,0.87,56,50.8,58.5,2.9,4.7,саарал,H&M Kids,флис доторлогоотой,33400,19,байгаа,саарал өнгийн unisex хүүхдийн даашинз – дулаан доторлогоотой
2446,KID-VES-92-2446,Adidas Kids жилет 92,жилет,vest,хүү,хавар,3,4.32,92,91.2,97.6,12.7,16.1,бор,Adidas Kids,ноосон холимог,36000,3,байгаа,бор өнгийн хүү хүүхдийн жилет
2447,KID-SKI-152-2447,Adidas Kids юбка 152,юбка,skirt,охин,хавар,13,14,152,152.9,158.1,39.8,55.5,нойтон цас,Adidas Kids,100% хөвөн,27400,26,байгаа,нойтон цас өнгийн охин хүүхдийн юбка
2448,KID-OUT-98-2448,RainbowCub куртик 98,куртик,outerwear,охин,өвөл,4,5.34,98,97.3,102.7,15.2,18.0,тэнгэрийн хөх,RainbowCub,органик хөвөн,103000,12,байгаа,"тэнгэрийн хөх өнгийн охин хүүхдийн куртик – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
2449,KID-OVE-134-2449,RainbowCub комбинзон 134,комбинзон,overall,хүү,намар,10,11.34,134,135.9,140.3,29.6,40.2,ягаан,RainbowCub,органик хөвөн,46700,22,байгаа,"ягаан өнгийн хүү хүүхдийн комбинзон – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
2450,KID-TSH-128-2450,BabyStar футболка 128,футболка,tshirt,охин,хавар,8,10.08,128,129.1,134.0,27.8,35.8,улаан,BabyStar,хөвөн + полиэстер,21600,19,байгаа,улаан өнгийн охин хүүхдийн футболка
2451,KID-LEG-80-2451,Next Kids тирко 80,тирко,leggings,хүү,намар,1,2.85,80,78.8,84.1,8.6,11.5,саарал,Next Kids,ус нэвтэрдэггүй даавуу,23100,15,байгаа,саарал өнгийн хүү хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
2452,KID-OUT-74-2452,HappyCloud куртик 74,куртик,outerwear,охин,намар,0,2.14,74,73.3,77.6,7.7,11.2,далайн цэнхэр,HappyCloud,ус нэвтэрдэггүй даавуу,78000,15,байгаа,далайн цэнхэр өнгийн охин хүүхдийн куртик
2453,KID-BOD-110-2453,Uniqlo Kids onesie 110,onesie,bodysuit,unisex,өвөл,6,7.89,110,110.8,116.4,19.3,24.4,далайн цэнхэр,Uniqlo Kids,ноосон холимог,29900,18,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн onesie – дулаан доторлогоотой
2454,KID-TOP-110-2454,SoftHug цамц 110,цамц,top,unisex,зун,6,7.4,110,110.9,116.9,18.7,23.7,дарс улаан,SoftHug,хөвөн + полиэстер,30100,16,байгаа,дарс улаан өнгийн unisex хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
2455,KID-SKI-68-2455,RainbowCub юбка 68,юбка,skirt,охин,хавар,0,1.83,68,66.1,72.7,5.8,9.2,хөх,RainbowCub,ус нэвтэрдэггүй даавуу,27400,0,дууссан,хөх өнгийн охин хүүхдийн юбка
2456,KID-VES-68-2456,Adidas Kids жилет 68,жилет,vest,хүү,өвөл,0.5,1.73,68,67.9,71.7,6.0,8.7,далайн цэнхэр,Adidas Kids,органик хөвөн,28700,22,байгаа,"далайн цэнхэр өнгийн хүү хүүхдийн жилет – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
2457,KID-TOP-98-2457,OshKosh цамц 98,цамц,top,хүү,all-season,4,4.75,98,97.6,103.8,15.1,17.7,саарал,OshKosh,ноосон холимог,27500,16,байгаа,саарал өнгийн хүү хүүхдийн цамц
2458,KID-OVE-62-2458,Fivebaby комбинзон 62,комбинзон,overall,хүү,all-season,0.1,1.36,62,58.1,65.2,4.4,6.8,тэнгэрийн хөх,Fivebaby,ноосон холимог,42700,11,байгаа,тэнгэрийн хөх өнгийн хүү хүүхдийн комбинзон
2459,KID-OVE-98-2459,Uniqlo Kids комбинзон 98,комбинзон,overall,хүү,зун,3,5.04,98,98.1,102.6,15.0,18.0,голт бор,Uniqlo Kids,ноосон холимог,44600,1,байгаа,голт бор өнгийн хүү хүүхдийн комбинзон
2460,KID-SLE-146-2460,NomadBaby пижама 146,пижама,sleepwear,unisex,хавар,12,13.8,146,147.6,152.3,36.3,50.3,дарс улаан,NomadBaby,ус нэвтэрдэггүй даавуу,32600,15,байгаа,дарс улаан өнгийн unisex хүүхдийн пижама
2461,KID-SLE-104-2461,NomadBaby пижама 104,пижама,sleepwear,охин,намар,5,6.79,104,103.6,110.9,16.6,20.8,хөх,NomadBaby,хөвөн + полиэстер,30600,12,байгаа,хөх өнгийн охин хүүхдийн пижама
2462,KID-OUT-74-2462,GAP Kids куртик 74,куртик,outerwear,хүү,all-season,1,2.3,74,73.2,77.9,7.9,10.9,лаванда,GAP Kids,ус нэвтэрдэггүй даавуу,104100,9,байгаа,лаванда өнгийн хүү хүүхдийн куртик – өдөр тутмын эдэлгээ даахуйц
2463,KID-SKI-68-2463,SoftHug юбка 68,юбка,skirt,unisex,хавар,0.2,1.7,68,67.8,72.9,5.7,9.1,шар,SoftHug,ус нэвтэрдэггүй даавуу,34500,9,байгаа,шар өнгийн unisex хүүхдийн юбка
2464,KID-SKI-68-2464,Next Kids юбка 68,юбка,skirt,хүү,хавар,0.1,2.45,68,67.1,71.1,6.1,8.9,цамрай ягаан,Next Kids,ноосон холимог,26900,22,байгаа,цамрай ягаан өнгийн хүү хүүхдийн юбка
2465,KID-LEG-128-2465,RainbowCub тирко 128,тирко,leggings,хүү,зун,9,9.77,128,128.6,134.0,28.1,35.7,голт бор,RainbowCub,ус нэвтэрдэггүй даавуу,28200,6,байгаа,голт бор өнгийн хүү хүүхдийн тирко
2466,KID-DRE-140-2466,MongolKids даашинз 140,даашинз,dress,хүү,хавар,10,12.28,140,140.3,145.2,33.0,45.0,дарс улаан,MongolKids,ус нэвтэрдэггүй даавуу,45600,7,байгаа,дарс улаан өнгийн хүү хүүхдийн даашинз
2467,KID-BOD-152-2467,SoftHug onesie 152,onesie,bodysuit,unisex,хавар,13,14,152,153.3,158.3,40.0,54.6,тэнгэрийн хөх,SoftHug,100% хөвөн,18700,12,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
2468,KID-BOD-152-2468,BabyStar onesie 152,onesie,bodysuit,хүү,хавар,13,14,152,152.1,158.0,40.4,55.4,индиго,BabyStar,ус нэвтэрдэггүй даавуу,26600,5,байгаа,индиго өнгийн хүү хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
2469,KID-TSH-146-2469,BabyStar футболка 146,футболка,tshirt,охин,өвөл,11,13.1,146,146.6,152.7,35.7,50.2,крем,BabyStar,100% хөвөн,21600,20,байгаа,крем өнгийн охин хүүхдийн футболка – дулаан доторлогоотой
2470,KID-SLE-104-2470,Mothercare пижама 104,пижама,sleepwear,охин,хавар,4,6.05,104,104.6,109.2,16.8,21.3,улбар шар,Mothercare,флис доторлогоотой,38700,18,байгаа,улбар шар өнгийн охин хүүхдийн пижама
2471,KID-LEG-122-2471,Adidas Kids тирко 122,тирко,leggings,охин,зун,8,9.85,122,123.6,128.1,25.2,32.0,нойтон цас,Adidas Kids,органик хөвөн,23900,14,байгаа,"нойтон цас өнгийн охин хүүхдийн тирко – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
2472,KID-SET-86-2472,LittleFox костюм 86,костюм,set,охин,хавар,2,3.0,86,85.7,91.0,11.2,13.7,цамрай ягаан,LittleFox,100% хөвөн,40700,22,байгаа,цамрай ягаан өнгийн охин хүүхдийн костюм
2473,KID-PAN-68-2473,Fivebaby өмд 68,өмд,pants,unisex,all-season,0,2.1,68,67.7,72.2,6.1,8.9,хөх,Fivebaby,ноосон холимог,30500,12,байгаа,хөх өнгийн unisex хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
2474,KID-SKI-128-2474,TinyBear юбка 128,юбка,skirt,охин,зун,9,10.74,128,130.0,133.5,27.7,35.9,минт ногоон,TinyBear,100% хөвөн,35100,28,байгаа,минт ногоон өнгийн охин хүүхдийн юбка
2475,KID-BOD-152-2475,SoftHug onesie 152,onesie,bodysuit,unisex,all-season,13,14,152,152.9,157.6,39.9,54.7,индиго,SoftHug,ус нэвтэрдэггүй даавуу,25800,24,байгаа,индиго өнгийн unisex хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
2476,KID-TOP-68-2476,NomadBaby цамц 68,цамц,top,охин,зун,0.3,2.47,68,67.2,71.5,6.1,9.5,индиго,NomadBaby,ноосон холимог,25900,10,байгаа,индиго өнгийн охин хүүхдийн цамц
2477,KID-VES-74-2477,Adidas Kids жилет 74,жилет,vest,unisex,all-season,1,2.21,74,72.5,78.5,8.2,10.9,ногоон,Adidas Kids,хөвөн + полиэстер,36100,19,байгаа,ногоон өнгийн unisex хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
2478,KID-VES-104-2478,H&M Kids жилет 104,жилет,vest,хүү,намар,5,6.95,104,104.1,110.9,16.7,21.4,нойтон цас,H&M Kids,ус нэвтэрдэггүй даавуу,40100,8,байгаа,нойтон цас өнгийн хүү хүүхдийн жилет
2479,KID-BOD-86-2479,LittleFox onesie 86,onesie,bodysuit,unisex,намар,2,3.02,86,85.8,91.4,11.2,13.6,улбар шар,LittleFox,органик хөвөн,22000,14,байгаа,улбар шар өнгийн unisex хүүхдийн onesie – арьсанд ээлтэй органик материалтай
2480,KID-TOP-104-2480,Mothercare цамц 104,цамц,top,хүү,хавар,5,6.07,104,103.5,109.7,17.0,21.4,крем,Mothercare,ноосон холимог,20100,23,байгаа,крем өнгийн хүү хүүхдийн цамц
2481,KID-DRE-86-2481,LittleFox даашинз 86,даашинз,dress,хүү,хавар,2,3.73,86,85.0,90.4,11.0,14.0,далайн цэнхэр,LittleFox,ус нэвтэрдэггүй даавуу,35900,18,байгаа,далайн цэнхэр өнгийн хүү хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
2482,KID-TOP-62-2482,Mothercare цамц 62,цамц,top,unisex,зун,0,1.76,62,58.3,66.8,4.3,7.5,цагаан,Mothercare,хөвөн + полиэстер,30200,24,байгаа,цагаан өнгийн unisex хүүхдийн цамц
2483,KID-SET-68-2483,NomadBaby костюм 68,костюм,set,охин,намар,0.1,1.17,68,66.6,72.6,5.9,8.8,улбар шар,NomadBaby,флис доторлогоотой,37800,15,байгаа,улбар шар өнгийн охин хүүхдийн костюм
2484,KID-OUT-92-2484,Fivebaby куртик 92,куртик,outerwear,охин,all-season,3,3.74,92,91.5,96.3,13.1,16.0,хөх,Fivebaby,100% хөвөн,100000,10,байгаа,хөх өнгийн охин хүүхдийн куртик
2485,KID-LEG-116-2485,MongolKids тирко 116,тирко,leggings,охин,all-season,7,8.14,116,117.8,122.7,21.9,28.2,минт ногоон,MongolKids,хөвөн + полиэстер,30100,10,байгаа,минт ногоон өнгийн охин хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
2486,KID-PAN-140-2486,GAP Kids өмд 140,өмд,pants,охин,хавар,11,12.46,140,141.7,146.5,33.4,44.8,бор,GAP Kids,ноосон холимог,35200,12,байгаа,бор өнгийн охин хүүхдийн өмд
2487,KID-TSH-68-2487,GAP Kids футболка 68,футболка,tshirt,охин,намар,0.3,1.57,68,67.0,71.1,5.8,9.3,нойтон цас,GAP Kids,ноосон холимог,20800,9,байгаа,нойтон цас өнгийн охин хүүхдийн футболка
2488,KID-OVE-98-2488,H&M Kids комбинзон 98,комбинзон,overall,unisex,all-season,4,5.73,98,97.9,103.2,15.2,18.1,хар,H&M Kids,ус нэвтэрдэггүй даавуу,56500,12,байгаа,хар өнгийн unisex хүүхдийн комбинзон
2489,KID-BOD-146-2489,NomadBaby onesie 146,onesie,bodysuit,unisex,all-season,12,13.55,146,147.8,152.2,35.7,49.6,ягаан,NomadBaby,ноосон холимог,20300,7,байгаа,ягаан өнгийн unisex хүүхдийн onesie
2490,KID-TSH-68-2490,RainbowCub футболка 68,футболка,tshirt,unisex,хавар,0,1.9,68,67.4,71.4,6.4,8.7,шар,RainbowCub,ус нэвтэрдэггүй даавуу,20900,10,байгаа,шар өнгийн unisex хүүхдийн футболка
2491,KID-SET-116-2491,MiniStep костюм 116,костюм,set,охин,намар,7,8.85,116,116.2,121.7,21.9,27.9,цагаан,MiniStep,хөвөн + полиэстер,49300,19,байгаа,цагаан өнгийн охин хүүхдийн костюм
2492,KID-SET-122-2492,TinyBear костюм 122,костюм,set,охин,намар,8,8.5,122,122.3,128.9,25.1,31.8,цагаан,TinyBear,хөвөн + полиэстер,43400,7,байгаа,цагаан өнгийн охин хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
2493,KID-SKI-146-2493,Zara Kids юбка 146,юбка,skirt,охин,хавар,12,13.79,146,147.1,152.9,35.5,50.5,голт бор,Zara Kids,100% хөвөн,21200,9,байгаа,голт бор өнгийн охин хүүхдийн юбка
2494,KID-BOD-68-2494,LittleFox onesie 68,onesie,bodysuit,unisex,намар,0.2,1.86,68,67.7,71.2,6.5,9.0,цагаан,LittleFox,органик хөвөн,24800,18,байгаа,"цагаан өнгийн unisex хүүхдийн onesie – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
2495,KID-OUT-68-2495,Carter's куртик 68,куртик,outerwear,хүү,зун,0,1.74,68,67.2,72.6,6.5,8.7,саарал,Carter's,хөвөн + полиэстер,77700,19,байгаа,саарал өнгийн хүү хүүхдийн куртик
2496,KID-TOP-152-2496,Next Kids цамц 152,цамц,top,охин,all-season,13,14,152,153.4,158.9,40.2,54.6,ногоон,Next Kids,100% хөвөн,31100,10,байгаа,ногоон өнгийн охин хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
2497,KID-OVE-80-2497,MiniStep комбинзон 80,комбинзон,overall,unisex,all-season,1,2.93,80,79.5,84.4,8.9,11.8,цамрай ягаан,MiniStep,100% хөвөн,45900,9,байгаа,цамрай ягаан өнгийн unisex хүүхдийн комбинзон – өдөр тутмын эдэлгээ даахуйц
2498,KID-SKI-86-2498,TinyBear юбка 86,юбка,skirt,охин,зун,1,3.1,86,85.8,90.6,10.8,14.3,индиго,TinyBear,органик хөвөн,30800,25,байгаа,индиго өнгийн охин хүүхдийн юбка – арьсанд ээлтэй органик материалтай
2499,KID-OUT-62-2499,Fivebaby куртик 62,куртик,outerwear,охин,хавар,0.3,1.35,62,58.0,66.5,3.7,7.2,улаан,Fivebaby,флис доторлогоотой,107000,10,байгаа,улаан өнгийн охин хүүхдийн куртик
2500,KID-SLE-74-2500,H&M Kids пижама 74,пижама,sleepwear,хүү,хавар,0.3,1.77,74,72.2,78.1,8.5,11.2,улаан,H&M Kids,флис доторлогоотой,24100,14,байгаа,улаан өнгийн хүү хүүхдийн пижама
2501,KID-DRE-62-2501,LittleFox даашинз 62,даашинз,dress,хүү,хавар,0,1.14,62,59.6,65.8,3.5,6.7,голт бор,LittleFox,ноосон холимог,44800,12,байгаа,голт бор өнгийн хүү хүүхдийн даашинз
2502,KID-VES-98-2502,MiniStep жилет 98,жилет,vest,unisex,хавар,4,5.64,98,97.0,102.4,15.5,18.0,далайн цэнхэр,MiniStep,100% хөвөн,33300,14,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн жилет
2503,KID-TSH-140-2503,MiniStep футболка 140,футболка,tshirt,хүү,намар,11,12.05,140,141.7,146.6,33.0,45.3,цагаан,MiniStep,100% хөвөн,20200,16,байгаа,цагаан өнгийн хүү хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
2504,KID-TOP-86-2504,HappyCloud цамц 86,цамц,top,охин,хавар,2,3.52,86,84.1,90.3,10.9,14.4,цамрай ягаан,HappyCloud,флис доторлогоотой,34800,12,байгаа,цамрай ягаан өнгийн охин хүүхдийн цамц
2505,KID-SLE-98-2505,Mothercare пижама 98,пижама,sleepwear,охин,all-season,4,4.7,98,97.3,103.7,15.5,17.6,крем,Mothercare,100% хөвөн,39200,5,байгаа,крем өнгийн охин хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
2506,KID-DRE-116-2506,BabyStar даашинз 116,даашинз,dress,unisex,хавар,7,8.46,116,116.0,122.5,22.4,28.1,саарал,BabyStar,флис доторлогоотой,39100,18,байгаа,саарал өнгийн unisex хүүхдийн даашинз
2507,KID-DRE-62-2507,BabyStar даашинз 62,даашинз,dress,unisex,намар,0.5,1.33,62,58.7,65.3,4.4,6.9,улаан,BabyStar,флис доторлогоотой,40700,12,байгаа,улаан өнгийн unisex хүүхдийн даашинз
2508,KID-SKI-140-2508,OshKosh юбка 140,юбка,skirt,охин,зун,10,12.22,140,140.2,145.6,33.1,44.8,хөх,OshKosh,органик хөвөн,34400,16,байгаа,"хөх өнгийн охин хүүхдийн юбка – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
2509,KID-LEG-62-2509,Mothercare тирко 62,тирко,leggings,unisex,намар,0.1,1.25,62,59.2,65.6,4.2,6.6,цамрай ягаан,Mothercare,100% хөвөн,28100,11,байгаа,цамрай ягаан өнгийн unisex хүүхдийн тирко
2510,KID-DRE-68-2510,MiniStep даашинз 68,даашинз,dress,охин,өвөл,0.4,1.13,68,66.6,72.1,5.8,8.8,улаан,MiniStep,хөвөн + полиэстер,41300,19,байгаа,"улаан өнгийн охин хүүхдийн даашинз – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
2511,KID-TOP-152-2511,Uniqlo Kids цамц 152,цамц,top,охин,all-season,13,14,152,153.1,157.5,39.7,55.0,улаан,Uniqlo Kids,хөвөн + полиэстер,23200,10,байгаа,улаан өнгийн охин хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
2512,KID-SET-146-2512,GAP Kids костюм 146,костюм,set,хүү,зун,12,12.98,146,147.1,152.4,35.7,50.4,нойтон цас,GAP Kids,флис доторлогоотой,45000,20,байгаа,нойтон цас өнгийн хүү хүүхдийн костюм
2513,KID-VES-98-2513,BabyStar жилет 98,жилет,vest,охин,өвөл,3,5.09,98,97.9,102.8,15.4,18.5,улбар шар,BabyStar,органик хөвөн,40800,27,байгаа,"улбар шар өнгийн охин хүүхдийн жилет – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
2514,KID-SKI-140-2514,GAP Kids юбка 140,юбка,skirt,unisex,өвөл,10,12.26,140,140.8,146.0,33.1,45.0,хар,GAP Kids,флис доторлогоотой,26800,16,байгаа,хар өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой
2515,KID-OVE-74-2515,TinyBear комбинзон 74,комбинзон,overall,хүү,хавар,1,1.91,74,72.7,77.6,7.6,11.5,ягаан,TinyBear,органик хөвөн,54100,23,байгаа,ягаан өнгийн хүү хүүхдийн комбинзон – арьсанд ээлтэй органик материалтай
2516,KID-PAN-140-2516,GAP Kids өмд 140,өмд,pants,хүү,өвөл,11,12.39,140,140.9,145.3,33.3,44.7,хар,GAP Kids,100% хөвөн,30200,13,байгаа,хар өнгийн хүү хүүхдийн өмд – дулаан доторлогоотой
2517,KID-SLE-140-2517,Adidas Kids пижама 140,пижама,sleepwear,охин,хавар,10,12.43,140,141.8,145.9,32.7,44.5,голт бор,Adidas Kids,ус нэвтэрдэггүй даавуу,32700,12,байгаа,голт бор өнгийн охин хүүхдийн пижама
2518,KID-LEG-98-2518,Mothercare тирко 98,тирко,leggings,unisex,хавар,4,4.56,98,99.0,102.1,15.1,18.4,ягаан,Mothercare,ноосон холимог,26700,32,байгаа,ягаан өнгийн unisex хүүхдийн тирко
2519,KID-PAN-134-2519,SoftHug өмд 134,өмд,pants,хүү,all-season,10,11.51,134,134.4,139.6,30.3,39.7,бор,SoftHug,ус нэвтэрдэггүй даавуу,22800,24,байгаа,бор өнгийн хүү хүүхдийн өмд
2520,KID-TOP-86-2520,Carter's цамц 86,цамц,top,охин,зун,1,3.35,86,84.5,91.1,11.3,13.7,цамрай ягаан,Carter's,ноосон холимог,21700,24,байгаа,цамрай ягаан өнгийн охин хүүхдийн цамц
2521,KID-VES-62-2521,GAP Kids жилет 62,жилет,vest,охин,зун,0,1.87,62,59.4,65.8,3.9,6.8,ногоон,GAP Kids,органик хөвөн,24200,14,байгаа,ногоон өнгийн охин хүүхдийн жилет – арьсанд ээлтэй органик материалтай
2522,KID-BOD-92-2522,Fivebaby onesie 92,onesie,bodysuit,unisex,all-season,3,3.57,92,91.7,97.0,13.4,15.9,лаванда,Fivebaby,100% хөвөн,25200,24,байгаа,лаванда өнгийн unisex хүүхдийн onesie
2523,KID-TOP-92-2523,MongolKids цамц 92,цамц,top,охин,зун,3,4.41,92,91.2,96.3,12.5,16.1,голт бор,MongolKids,100% хөвөн,32000,18,байгаа,голт бор өнгийн охин хүүхдийн цамц
2524,KID-BOD-152-2524,BabyStar onesie 152,onesie,bodysuit,охин,all-season,13,14,152,153.0,158.4,39.9,54.6,минт ногоон,BabyStar,хөвөн + полиэстер,23500,12,байгаа,минт ногоон өнгийн охин хүүхдийн onesie
2525,KID-SLE-68-2525,BabyStar пижама 68,пижама,sleepwear,охин,all-season,0.1,1.99,68,66.1,71.3,5.7,9.0,лаванда,BabyStar,100% хөвөн,31800,28,байгаа,лаванда өнгийн охин хүүхдийн пижама
2526,KID-DRE-74-2526,NomadBaby даашинз 74,даашинз,dress,unisex,all-season,0.2,1.93,74,73.8,77.5,7.7,11.3,тэнгэрийн хөх,NomadBaby,ноосон холимог,34200,9,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн даашинз
2527,KID-LEG-152-2527,Adidas Kids тирко 152,тирко,leggings,unisex,намар,13,14,152,152.1,158.7,39.5,54.6,бор,Adidas Kids,100% хөвөн,27400,17,байгаа,бор өнгийн unisex хүүхдийн тирко
2528,KID-LEG-92-2528,Zara Kids тирко 92,тирко,leggings,хүү,өвөл,3,4.18,92,92.2,97.3,13.3,15.6,бор,Zara Kids,органик хөвөн,18100,21,байгаа,"бор өнгийн хүү хүүхдийн тирко – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
2529,KID-TSH-128-2529,OshKosh футболка 128,футболка,tshirt,unisex,зун,9,9.77,128,128.5,133.5,27.6,36.3,индиго,OshKosh,ус нэвтэрдэггүй даавуу,17100,15,байгаа,индиго өнгийн unisex хүүхдийн футболка
2530,KID-SET-122-2530,NomadBaby костюм 122,костюм,set,unisex,намар,8,9.89,122,122.1,127.0,25.0,32.3,крем,NomadBaby,хөвөн + полиэстер,45600,24,байгаа,крем өнгийн unisex хүүхдийн костюм
2531,KID-BOD-116-2531,Fivebaby onesie 116,onesie,bodysuit,охин,өвөл,6,8.39,116,117.8,121.3,22.1,27.6,хар,Fivebaby,органик хөвөн,18300,31,байгаа,"хар өнгийн охин хүүхдийн onesie – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
2532,KID-SLE-152-2532,MongolKids пижама 152,пижама,sleepwear,unisex,хавар,13,13.61,152,152.9,158.5,40.3,55.0,дарс улаан,MongolKids,ноосон холимог,35800,17,байгаа,дарс улаан өнгийн unisex хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
2533,KID-TSH-122-2533,RainbowCub футболка 122,футболка,tshirt,хүү,намар,8,9.45,122,123.1,128.4,24.5,31.7,нойтон цас,RainbowCub,100% хөвөн,17500,17,байгаа,нойтон цас өнгийн хүү хүүхдийн футболка
2534,KID-TSH-68-2534,BabyStar футболка 68,футболка,tshirt,unisex,намар,0,1.09,68,66.3,72.9,5.5,9.2,шар,BabyStar,ноосон холимог,19400,0,дууссан,шар өнгийн unisex хүүхдийн футболка
2535,KID-SET-98-2535,MiniStep костюм 98,костюм,set,хүү,хавар,4,5.53,98,97.7,103.5,15.1,18.0,улбар шар,MiniStep,хөвөн + полиэстер,33600,1,байгаа,улбар шар өнгийн хүү хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
2536,KID-SET-134-2536,BabyStar костюм 134,костюм,set,охин,all-season,10,11.85,134,134.4,140.1,30.1,39.7,ягаан,BabyStar,ноосон холимог,37400,4,байгаа,ягаан өнгийн охин хүүхдийн костюм
2537,KID-TOP-128-2537,Adidas Kids цамц 128,цамц,top,unisex,all-season,8,10.4,128,128.2,133.8,27.9,35.9,цагаан,Adidas Kids,100% хөвөн,25100,1,байгаа,цагаан өнгийн unisex хүүхдийн цамц
2538,KID-TSH-146-2538,Adidas Kids футболка 146,футболка,tshirt,охин,зун,12,12.53,146,147.8,151.5,35.9,49.7,цагаан,Adidas Kids,флис доторлогоотой,23800,24,байгаа,цагаан өнгийн охин хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
2539,KID-LEG-110-2539,TinyBear тирко 110,тирко,leggings,охин,өвөл,6,6.97,110,111.0,116.6,18.6,23.7,саарал,TinyBear,100% хөвөн,28300,9,байгаа,саарал өнгийн охин хүүхдийн тирко – дулаан доторлогоотой
2540,KID-TOP-74-2540,LittleFox цамц 74,цамц,top,хүү,хавар,1,2.17,74,73.4,77.1,7.7,11.4,шар,LittleFox,хөвөн + полиэстер,20000,15,байгаа,шар өнгийн хүү хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
2541,KID-SKI-68-2541,Zara Kids юбка 68,юбка,skirt,охин,өвөл,0.2,1.48,68,66.5,71.5,6.3,9.4,бор,Zara Kids,ус нэвтэрдэггүй даавуу,26200,13,байгаа,бор өнгийн охин хүүхдийн юбка – дулаан доторлогоотой
2542,KID-OUT-152-2542,Nike Kids куртик 152,куртик,outerwear,хүү,өвөл,13,14,152,153.2,158.0,39.9,55.2,ягаан,Nike Kids,хөвөн + полиэстер,88400,10,байгаа,"ягаан өнгийн хүү хүүхдийн куртик – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
2543,KID-PAN-86-2543,MiniStep өмд 86,өмд,pants,охин,all-season,2,3.49,86,85.3,90.3,11.5,14.2,улбар шар,MiniStep,ноосон холимог,23700,10,байгаа,улбар шар өнгийн охин хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
2544,KID-OVE-68-2544,OshKosh комбинзон 68,комбинзон,overall,хүү,all-season,0.5,1.97,68,68.0,71.7,6.1,9.0,минт ногоон,OshKosh,ноосон холимог,44200,12,байгаа,минт ногоон өнгийн хүү хүүхдийн комбинзон – өдөр тутмын эдэлгээ даахуйц
2545,KID-SKI-92-2545,GAP Kids юбка 92,юбка,skirt,хүү,зун,2,4.02,92,91.5,96.6,13.5,16.1,бор,GAP Kids,ус нэвтэрдэггүй даавуу,24200,26,байгаа,бор өнгийн хүү хүүхдийн юбка
